,FUNC_NAME,FUNC_LINE_NO
28401,"* copy of this software and associated documentation files (the ""Software""),  *",9
28402,"int ALT_EXECVE (char *name, char ** argv, char** env)",45
28403,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28404,"* copy of this software and associated documentation files (the ""Software""),  *",9
28405,void ALT_EXIT (int exit_code),52
28406,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28407,"* copy of this software and associated documentation files (the ""Software""),  *",9
28408,"int ALT_FCNTL (int file, int cmd, ...)",66
28409,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28410,"* copy of this software and associated documentation files (the ""Software""),  *",9
28411,int alt_fd_lock (alt_fd* fd),54
28412,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28413,"* copy of this software and associated documentation files (the ""Software""),  *",9
28414,int alt_fd_unlock (alt_fd* fd),52
28415,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28416,"* copy of this software and associated documentation files (the ""Software""),  *",9
28417,"alt_dev* alt_find_dev(const char* name, alt_llist* llist)",54
28418,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28419,"* copy of this software and associated documentation files (the ""Software""),  *",9
28420,alt_dev* alt_find_file (const char* name),54
28421,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28422,"* copy of this software and associated documentation files (the ""Software""),  *",9
28423,alt_flash_fd* alt_flash_open_dev(const char* name),49
28424,void alt_flash_close_dev(alt_flash_fd* fd),61
28425,int alt_flash_device_register( alt_flash_fd* fd),70
28426,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28427,"* copy of this software and associated documentation files (the ""Software""),  *",9
28428,int ALT_FORK (void),45
28429,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28430,"* copy of this software and associated documentation files (the ""Software""),  *",9
28431,int alt_fs_reg (alt_dev* dev),57
28432,"* Copyright (c) 2015 Altera Corporation, San Jose, California, USA.           *",5
28433,"* copy of this software and associated documentation files (the ""Software""),  *",9
28434,alt_getchar(void),51
28435,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28436,"* copy of this software and associated documentation files (the ""Software""),  *",9
28437,int ALT_GETPID (void),43
28438,"* Copyright (c) 2017,2004 Altera Corporation, San Jose, California, USA.      *",5
28439,"* copy of this software and associated documentation files (the ""Software""),  *",9
28440,"int ALT_GETTIMEOFDAY (struct timeval  *ptimeval, void *ptimezone_vptr)",71
28441,"int ALT_GETTIMEOFDAY (struct timeval  *ptimeval, struct timezone *ptimezone)",75
28442,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28443,"* copy of this software and associated documentation files (the ""Software""),  *",9
28444,int alt_get_fd (alt_dev* dev),54
28445,"* Copyright (c) 2003-2005 Altera Corporation, San Jose, California, USA.      *",5
28446,"* copy of this software and associated documentation files (the ""Software""),  *",9
28447,/* The compiler inserts calls to mcount() at the start of,48
28448,static __inline__ void * mcount_allocate(unsigned int size),133
28449,"void __mcount_record(void * self_pc, void * from_pc, struct mcount_fn_entry * fn_entry, struct mcount_fn_entry * * fn_head)",159
28450,static int nios2_pcsample_init(void),218
28451,static alt_u32 nios2_pcsample(void* context),250
28452,"* Copyright (c) 2003 Altera Corporation, San Jose, California, USA.           *",5
28453,"* copy of this software and associated documentation files (the ""Software""),  *",9
28454,"void alt_icache_flush (void* start, alt_u32 len)",42
28455,"* Copyright (c) 2003 Altera Corporation, San Jose, California, USA.           *",5
28456,"* copy of this software and associated documentation files (the ""Software""),  *",9
28457,void alt_icache_flush_all (void),41
28458,"* Copyright (c) 2009 Altera Corporation, San Jose, California, USA.           *",5
28459,"* copy of this software and associated documentation files (the ""Software""),  *",9
28460,"int alt_ic_isr_register(alt_u32 ic_id, alt_u32 irq, alt_isr_func isr, ",60
28461,"int alt_ic_irq_enable (alt_u32 ic_id, alt_u32 irq)",72
28462,"int alt_ic_irq_disable(alt_u32 ic_id, alt_u32 irq)",83
28463,"alt_u32 alt_ic_irq_enabled(alt_u32 ic_id, alt_u32 irq)",96
28464,"* Copyright (c) 2009      Altera Corporation, San Jose, California, USA.      *",5
28465,"* copy of this software and associated documentation files (the ""Software""),  *",9
28466,"int alt_iic_isr_register(alt_u32 ic_id, alt_u32 irq, alt_isr_func isr, ",75
28467,"* Copyright (c) 2008 Altera Corporation, San Jose, California, USA.           *",5
28468,"* copy of this software and associated documentation files (the ""Software""),  *",9
28469,alt_exception_result (*alt_instruction_exception_handler),49
28470,int alt_instruction_exception_entry (alt_u32 exception_pc),53
28471,alt_instruction_exception_entry (alt_u32 exception_pc),68
28472,alt_exception_cause_generated_bad_addr(alt_exception_cause cause),187
28473,"* Copyright (c) 2008 Altera Corporation, San Jose, California, USA.           *",5
28474,"* copy of this software and associated documentation files (the ""Software""),  *",9
28475,void alt_instruction_exception_register (,73
28476,"* Copyright (c) 2006 Altera Corporation, San Jose, California, USA.           *",5
28477,"* copy of this software and associated documentation files (the ""Software""),  *",9
28478,"int ALT_IOCTL (int file, int req, void* arg)",68
28479,"int ALT_IOCTL (int file, int req, void* arg)",106
28480,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28481,"* copy of this software and associated documentation files (the ""Software""),  *",9
28482,"static void alt_open_fd(alt_fd* fd, const char* name, int flags, int mode)",58
28483,"void alt_io_redirect(const char* stdout_dev, ",85
28484,"* Copyright (c) 2009      Altera Corporation, San Jose, California, USA.      *",5
28485,"* copy of this software and associated documentation files (the ""Software""),  *",9
28486,void alt_irq_handler (void),80
28487,"* Copyright (c) 2009      Altera Corporation, San Jose, California, USA.      *",5
28488,"* copy of this software and associated documentation files (the ""Software""),  *",9
28489,"int alt_irq_register (alt_u32 id, ",75
28490,"* Copyright (c) 2003 Altera Corporation, San Jose, California, USA.           *",5
28491,"* copy of this software and associated documentation files (the ""Software""),  *",9
28492,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28493,"* copy of this software and associated documentation files (the ""Software""),  *",9
28494,"int ALT_KILL (int pid, int sig)",49
28495,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28496,"* copy of this software and associated documentation files (the ""Software""),  *",9
28497,"int ALT_LINK ( char *existing, char *new)",45
28498,"* Copyright (c) 2004-2005 Altera Corporation, San Jose, California, USA.      *",5
28499,"* copy of this software and associated documentation files (the ""Software""),  *",9
28500,"extern alt_u32 __flash_exceptions_start __attribute__((section("".data"")));  ",57
28501,void alt_load (void),67
28502,"void alt_log_txchar(int c,char *base)",95
28503,"void alt_log_repchar(char c,int r,int base)",106
28504,"void alt_log_private_printf(const char *fmt,int base,va_list args)",114
28505,"int alt_log_printf_proc(const char *fmt, ... )",344
28506,alt_u32 altera_avalon_jtag_uart_report_log(void * context),363
28507,"void alt_log_jtag_uart_print_control_reg(altera_avalon_jtag_uart_state* dev, int base, const char* header)",379
28508,"void alt_log_jtag_uart_startup_info(altera_avalon_jtag_uart_state* dev, int base)",414
28509,"void alt_log_jtag_uart_isr_proc(int base, altera_avalon_jtag_uart_state* dev) ",424
28510,"void alt_log_write(const void *ptr, size_t len)",440
28511,void alt_log_system_clock(),474
28512,"* Copyright (c) 2007 Altera Corporation, San Jose, California, USA.           *",5
28513,"* copy of this software and associated documentation files (the ""Software""),  *",9
28514,void alt_main (void),82
28515,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28516,"* copy of this software and associated documentation files (the ""Software""),  *",9
28517,void __malloc_lock ( struct _reent *_r ),42
28518,void __malloc_unlock ( struct _reent *_r ),50
28519,"* Copyright (c) 2015 Altera Corporation, San Jose, California, USA.           *",5
28520,"* copy of this software and associated documentation files (the ""Software""),  *",9
28521,"alt_printf(const char* fmt, ... )",51
28522,"* Copyright (c) 2015 Altera Corporation, San Jose, California, USA.           *",5
28523,"* copy of this software and associated documentation files (the ""Software""),  *",9
28524,alt_putchar(int c),50
28525,"* Copyright (c) 2015 Altera Corporation, San Jose, California, USA.           *",5
28526,"* copy of this software and associated documentation files (the ""Software""),  *",9
28527,alt_putcharbuf(int c),58
28528,alt_putbufflush(),73
28529,"* Copyright (c) 2015 Altera Corporation, San Jose, California, USA.           *",5
28530,"* copy of this software and associated documentation files (the ""Software""),  *",9
28531,alt_putstr(const char* str),52
28532,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28533,"* copy of this software and associated documentation files (the ""Software""),  *",9
28534,void alt_release_fd (int fd),44
28535,"* Copyright (c) 2003,2007 Altera Corporation, San Jose, California, USA.      *",5
28536,"* copy of this software and associated documentation files (the ""Software""),  *",9
28537,"alt_remap_cached(volatile void* ptr, alt_u32 len)",41
28538,"* Copyright (c) 2003,2007 Altera Corporation, San Jose, California, USA.      *",5
28539,"* copy of this software and associated documentation files (the ""Software""),  *",9
28540,"alt_remap_uncached(void* ptr, alt_u32 len)",49
28541,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28542,"* copy of this software and associated documentation files (the ""Software""),  *",9
28543,caddr_t ALT_SBRK (int incr),68
28544,"* Copyright (c) 2017,2004 Altera Corporation, San Jose, California, USA.      *",5
28545,"* copy of this software and associated documentation files (the ""Software""),  *",9
28546,"int ALT_SETTIMEOFDAY (const struct timeval  *t,",72
28547,"* Copyright (c) 2017,2004 Altera Corporation, San Jose, California, USA.      *",5
28548,"* copy of this software and associated documentation files (the ""Software""),  *",9
28549,void alt_alarm_stop (alt_alarm* alarm),66
28550,void alt_tick (void),87
28551,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28552,"* copy of this software and associated documentation files (the ""Software""),  *",9
28553,clock_t ALT_TIMES (struct tms *buf),51
28554,"* Copyright (c) 2003,2007 Altera Corporation, San Jose, California, USA.      *",5
28555,"* copy of this software and associated documentation files (the ""Software""),  *",9
28556,alt_uncached_free(volatile void* ptr),40
28557,"* Copyright (c) 2003,2007 Altera Corporation, San Jose, California, USA.      *",5
28558,"* copy of this software and associated documentation files (the ""Software""),  *",9
28559,alt_uncached_malloc(size_t size),42
28560,int ALT_USLEEP (useconds_t us),46
28561,unsigned int ALT_USLEEP (unsigned int us),48
28562,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28563,"* copy of this software and associated documentation files (the ""Software""),  *",9
28564,int ALT_WAIT (int *status),44
28565,int close (int fd),31
28566,void __attribute__ ((noreturn)) semihost_exit (int code),24
28567,void __attribute__ ((noreturn)) _exit (int code),35
28568,"int fstat (int fd, struct stat *buf)",34
28569,__hosted_to_gdb_mode_t (mode_t m),23
28570,__hosted_to_gdb_open_flags (int f),52
28571,__hosted_to_gdb_lseek_flags (int f),73
28572,"__hosted_from_gdb_stat (const struct gdb_stat *gs,",84
28573,"__hosted_from_gdb_timeval (const struct gdb_timeval *gt,",103
28574,__hosted_from_gdb_errno (int32_t err),111
28575,"int gettimeofday (struct timeval *tv, void *tzvp)",31
28576,void semihost_init_sim (),24
28577,int isatty (int fd),31
28578,"off_t lseek (int fd, off_t offset, int whence)",36
28579,"int open (const char *fname, int flags, ...)",38
28580,"ssize_t read (int fd, void *buf, size_t count)",33
28581,"int _rename (const char *oldpath, const char *newpath)",35
28582,"int stat (const char *filename, struct stat *buf)",37
28583,int _system (const char *command),34
28584,time_t time (time_t *t),31
28585,int unlink (const char *path),33
28586,"ssize_t write (int fd, const void *buf, size_t count)",33
28587,void alt_irq_init ( const void* base ),82
28588,void alt_sys_init( void ),93
28589,"* Copyright (c) 2009 Altera Corporation, San Jose, California, USA.           *",5
28590,"* copy of this software and associated documentation files (the ""Software""),  *",9
28591,void alt_avalon_dma_launch_bidir (alt_avalon_dma_priv* priv),44
28592,static void alt_avalon_dma_launch_txonly (alt_avalon_dma_priv* priv),75
28593,static void alt_avalon_dma_launch_rxonly (alt_avalon_dma_priv* priv),100
28594,"static int alt_avalon_dma_ioctl (alt_avalon_dma_priv* priv, int req, void* arg)",124
28595,"int alt_avalon_dma_tx_ioctl (alt_dma_txchan dma,",268
28596,"int alt_avalon_dma_rx_ioctl (alt_dma_rxchan dma,",281
28597,"int alt_avalon_dma_prepare (alt_dma_rxchan   dma,",294
28598,int alt_avalon_dma_space (alt_dma_txchan dma),355
28599,"int alt_avalon_dma_send (alt_dma_txchan   dma,",385
28600,static void alt_avalon_dma_irq (void* context),446
28601,"static void alt_avalon_dma_irq (void* context, alt_u32 id)",448
28602,"void alt_avalon_dma_init (alt_avalon_dma_txchan* tx,",520
28603,"* Copyright (c) 2003 Altera Corporation, San Jose, California, USA.           *",5
28604,"* copy of this software and associated documentation files (the ""Software""),  *",9
28605,static void alt_avalon_timer_sc_irq (void* base),54
28606,"static void alt_avalon_timer_sc_irq (void* base, alt_u32 id)",56
28607,"void alt_avalon_timer_sc_init (void* base, alt_u32 irq_controller_id, ",89
28608,"* Copyright (c) 2003 Altera Corporation, San Jose, California, USA.           *",5
28609,"* copy of this software and associated documentation files (the ""Software""),  *",9
28610,int alt_timestamp_start(void),64
28611,alt_timestamp_type alt_timestamp(void),100
28612,alt_u32 alt_timestamp_freq(void),138
28613,"* Copyright (c) 2003 Altera Corporation, San Jose, California, USA.           *",5
28614,"* copy of this software and associated documentation files (the ""Software""),  *",9
28615,"* Copyright (c) 2009 Altera Corporation, San Jose, California, USA.           *",5
28616,"* copy of this software and associated documentation files (the ""Software""),  *",9
28617,"int alt_ic_irq_enable(alt_u32 ic_id, alt_u32 irq)",39
28618,"int alt_ic_irq_disable(alt_u32 ic_id, alt_u32 irq)",71
28619,"alt_u32 alt_ic_irq_enabled(alt_u32 ic_id, alt_u32 irq)",105
28620,"* Copyright (c) 2009 Altera Corporation, San Jose, California, USA.           *",5
28621,"* copy of this software and associated documentation files (the ""Software""),  *",9
28622,void alt_vic_irq_init (alt_vic_dev* pdev),45
28623,"* Copyright (c) 2009 Altera Corporation, San Jose, California, USA.           *",5
28624,"* copy of this software and associated documentation files (the ""Software""),  *",9
28625,"int alt_ic_isr_register(alt_u32 ic_id,",59
28626,"* Copyright (c) 2009 Altera Corporation, San Jose, California, USA.           *",5
28627,"* copy of this software and associated documentation files (the ""Software""),  *",9
28628,"int alt_vic_irq_set_level(alt_u32 ic_id, ",42
28629,"* Copyright (c) 2009 Altera Corporation, San Jose, California, USA.           *",5
28630,"* copy of this software and associated documentation files (the ""Software""),  *",9
28631,"int alt_vic_sw_interrupt_set(alt_u32 ic_id, alt_u32 irq)",41
28632,"int alt_vic_sw_interrupt_clear(alt_u32 ic_id, alt_u32 irq)",67
28633,"alt_u32 alt_vic_sw_interrupt_status(alt_u32 ic_id, alt_u32 irq)",94
28634,void altera_nios2_gen2_irq_init(void) ,34
28635,"* Copyright (c) 2017,2004 Altera Corporation, San Jose, California, USA.      *",5
28636,"* copy of this software and associated documentation files (the ""Software""),  *",9
28637,"int alt_alarm_start (alt_alarm* alarm, alt_u32 nticks,",64
28638,unsigned int alt_busy_sleep (unsigned int us),52
28639,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28640,"* copy of this software and associated documentation files (the ""Software""),  *",9
28641,int ALT_CLOSE (int fildes),42
28642,int ALT_CLOSE (int fildes),64
28643,"* Copyright (c) 2003-2005 Altera Corporation, San Jose, California, USA.      *",5
28644,"* copy of this software and associated documentation files (the ""Software""),  *",9
28645,"void alt_dcache_flush (void* start, alt_u32 len)",46
28646,"* Copyright (c) 2003-2005 Altera Corporation, San Jose, California, USA.      *",5
28647,"* copy of this software and associated documentation files (the ""Software""),  *",9
28648,void alt_dcache_flush_all (void),41
28649,"* Copyright (c) 2007 Altera Corporation, San Jose, California, USA.           *",5
28650,"* copy of this software and associated documentation files (the ""Software""),  *",9
28651,"void alt_dcache_flush_no_writeback (void* start, alt_u32 len)",49
28652,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28653,"* copy of this software and associated documentation files (the ""Software""),  *",9
28654,"static int alt_dev_null_write (alt_fd* fd, const char* ptr, int len)",76
28655,ALT_SEM(alt_fd_list_lock),109
28656,int alt_dev_reg (alt_dev* dev),151
28657,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28658,"* copy of this software and associated documentation files (the ""Software""),  *",9
28659,"int alt_dev_llist_insert (alt_dev_llist* dev, alt_llist* list)",40
28660,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28661,"* copy of this software and associated documentation files (the ""Software""),  *",9
28662,alt_dma_rxchan alt_dma_rxchan_open (const char* name),51
28663,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28664,"* copy of this software and associated documentation files (the ""Software""),  *",9
28665,alt_dma_txchan alt_dma_txchan_open (const char* name),51
28666,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28667,"* copy of this software and associated documentation files (the ""Software""),  *",9
28668,void _do_ctors(void),58
28669,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28670,"* copy of this software and associated documentation files (the ""Software""),  *",9
28671,void _do_dtors(void),58
28672,"* Copyright (c) 2013 Altera Corporation, San Jose, California, USA.           *",5
28673,"* copy of this software and associated documentation files (the ""Software""),  *",9
28674,alt_ecc_fatal_exception_register(alt_u32 handler),66
28675,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28676,"* copy of this software and associated documentation files (the ""Software""),  *",9
28677,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28678,"* copy of this software and associated documentation files (the ""Software""),  *",9
28679,void __env_lock ( struct _reent *_r ),43
28680,void __env_unlock ( struct _reent *_r ),51
28681,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28682,"* copy of this software and associated documentation files (the ""Software""),  *",9
28683,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28684,"* copy of this software and associated documentation files (the ""Software""),  *",9
28685,"int ALT_EXECVE (char *name, char ** argv, char** env)",45
28686,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28687,"* copy of this software and associated documentation files (the ""Software""),  *",9
28688,void ALT_EXIT (int exit_code),52
28689,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28690,"* copy of this software and associated documentation files (the ""Software""),  *",9
28691,"int ALT_FCNTL (int file, int cmd, ...)",66
28692,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28693,"* copy of this software and associated documentation files (the ""Software""),  *",9
28694,int alt_fd_lock (alt_fd* fd),54
28695,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28696,"* copy of this software and associated documentation files (the ""Software""),  *",9
28697,int alt_fd_unlock (alt_fd* fd),52
28698,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28699,"* copy of this software and associated documentation files (the ""Software""),  *",9
28700,"alt_dev* alt_find_dev(const char* name, alt_llist* llist)",54
28701,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28702,"* copy of this software and associated documentation files (the ""Software""),  *",9
28703,alt_dev* alt_find_file (const char* name),54
28704,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28705,"* copy of this software and associated documentation files (the ""Software""),  *",9
28706,alt_flash_fd* alt_flash_open_dev(const char* name),49
28707,void alt_flash_close_dev(alt_flash_fd* fd),61
28708,int alt_flash_device_register( alt_flash_fd* fd),70
28709,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28710,"* copy of this software and associated documentation files (the ""Software""),  *",9
28711,int ALT_FORK (void),45
28712,"* Copyright (c) 2006 Altera Corporation, San Jose, California, USA.           *",5
28713,"* copy of this software and associated documentation files (the ""Software""),  *",9
28714,"int ALT_FSTAT (int file, struct stat *st)",63
28715,"int ALT_FSTAT (int file, struct stat *st)",93
28716,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28717,"* copy of this software and associated documentation files (the ""Software""),  *",9
28718,int alt_fs_reg (alt_dev* dev),57
28719,"* Copyright (c) 2015 Altera Corporation, San Jose, California, USA.           *",5
28720,"* copy of this software and associated documentation files (the ""Software""),  *",9
28721,alt_getchar(void),51
28722,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28723,"* copy of this software and associated documentation files (the ""Software""),  *",9
28724,int ALT_GETPID (void),43
28725,"* Copyright (c) 2017,2004 Altera Corporation, San Jose, California, USA.      *",5
28726,"* copy of this software and associated documentation files (the ""Software""),  *",9
28727,"int ALT_GETTIMEOFDAY (struct timeval  *ptimeval, void *ptimezone_vptr)",71
28728,"int ALT_GETTIMEOFDAY (struct timeval  *ptimeval, struct timezone *ptimezone)",75
28729,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28730,"* copy of this software and associated documentation files (the ""Software""),  *",9
28731,int alt_get_fd (alt_dev* dev),54
28732,"* Copyright (c) 2003-2005 Altera Corporation, San Jose, California, USA.      *",5
28733,"* copy of this software and associated documentation files (the ""Software""),  *",9
28734,/* The compiler inserts calls to mcount() at the start of,48
28735,static __inline__ void * mcount_allocate(unsigned int size),133
28736,"void __mcount_record(void * self_pc, void * from_pc, struct mcount_fn_entry * fn_entry, struct mcount_fn_entry * * fn_head)",159
28737,static int nios2_pcsample_init(void),218
28738,static alt_u32 nios2_pcsample(void* context),250
28739,"* Copyright (c) 2003 Altera Corporation, San Jose, California, USA.           *",5
28740,"* copy of this software and associated documentation files (the ""Software""),  *",9
28741,"void alt_icache_flush (void* start, alt_u32 len)",42
28742,"* Copyright (c) 2003 Altera Corporation, San Jose, California, USA.           *",5
28743,"* copy of this software and associated documentation files (the ""Software""),  *",9
28744,void alt_icache_flush_all (void),41
28745,"* Copyright (c) 2009 Altera Corporation, San Jose, California, USA.           *",5
28746,"* copy of this software and associated documentation files (the ""Software""),  *",9
28747,"int alt_ic_isr_register(alt_u32 ic_id, alt_u32 irq, alt_isr_func isr, ",60
28748,"int alt_ic_irq_enable (alt_u32 ic_id, alt_u32 irq)",72
28749,"int alt_ic_irq_disable(alt_u32 ic_id, alt_u32 irq)",83
28750,"alt_u32 alt_ic_irq_enabled(alt_u32 ic_id, alt_u32 irq)",96
28751,"* Copyright (c) 2009      Altera Corporation, San Jose, California, USA.      *",5
28752,"* copy of this software and associated documentation files (the ""Software""),  *",9
28753,"int alt_iic_isr_register(alt_u32 ic_id, alt_u32 irq, alt_isr_func isr, ",75
28754,"* Copyright (c) 2008 Altera Corporation, San Jose, California, USA.           *",5
28755,"* copy of this software and associated documentation files (the ""Software""),  *",9
28756,alt_exception_result (*alt_instruction_exception_handler),49
28757,int alt_instruction_exception_entry (alt_u32 exception_pc),53
28758,alt_instruction_exception_entry (alt_u32 exception_pc),68
28759,alt_exception_cause_generated_bad_addr(alt_exception_cause cause),187
28760,"* Copyright (c) 2008 Altera Corporation, San Jose, California, USA.           *",5
28761,"* copy of this software and associated documentation files (the ""Software""),  *",9
28762,void alt_instruction_exception_register (,73
28763,"* Copyright (c) 2006 Altera Corporation, San Jose, California, USA.           *",5
28764,"* copy of this software and associated documentation files (the ""Software""),  *",9
28765,"int ALT_IOCTL (int file, int req, void* arg)",68
28766,"int ALT_IOCTL (int file, int req, void* arg)",106
28767,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28768,"* copy of this software and associated documentation files (the ""Software""),  *",9
28769,"static void alt_open_fd(alt_fd* fd, const char* name, int flags, int mode)",58
28770,"void alt_io_redirect(const char* stdout_dev, ",85
28771,"* Copyright (c) 2009      Altera Corporation, San Jose, California, USA.      *",5
28772,"* copy of this software and associated documentation files (the ""Software""),  *",9
28773,void alt_irq_handler (void),80
28774,"* Copyright (c) 2009      Altera Corporation, San Jose, California, USA.      *",5
28775,"* copy of this software and associated documentation files (the ""Software""),  *",9
28776,"int alt_irq_register (alt_u32 id, ",75
28777,"* Copyright (c) 2003 Altera Corporation, San Jose, California, USA.           *",5
28778,"* copy of this software and associated documentation files (the ""Software""),  *",9
28779,"* Copyright (c) 2006 Altera Corporation, San Jose, California, USA.           *",5
28780,"* copy of this software and associated documentation files (the ""Software""),  *",9
28781,int ALT_ISATTY (int file),50
28782,int ALT_ISATTY (int file),84
28783,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28784,"* copy of this software and associated documentation files (the ""Software""),  *",9
28785,"int ALT_KILL (int pid, int sig)",49
28786,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28787,"* copy of this software and associated documentation files (the ""Software""),  *",9
28788,"int ALT_LINK ( char *existing, char *new)",45
28789,"* Copyright (c) 2004-2005 Altera Corporation, San Jose, California, USA.      *",5
28790,"* copy of this software and associated documentation files (the ""Software""),  *",9
28791,"extern alt_u32 __flash_exceptions_start __attribute__((section("".data"")));  ",57
28792,void alt_load (void),67
28793,"void alt_log_txchar(int c,char *base)",95
28794,"void alt_log_repchar(char c,int r,int base)",106
28795,"void alt_log_private_printf(const char *fmt,int base,va_list args)",114
28796,"int alt_log_printf_proc(const char *fmt, ... )",344
28797,alt_u32 altera_avalon_jtag_uart_report_log(void * context),363
28798,"void alt_log_jtag_uart_print_control_reg(altera_avalon_jtag_uart_state* dev, int base, const char* header)",379
28799,"void alt_log_jtag_uart_startup_info(altera_avalon_jtag_uart_state* dev, int base)",414
28800,"void alt_log_jtag_uart_isr_proc(int base, altera_avalon_jtag_uart_state* dev) ",424
28801,"void alt_log_write(const void *ptr, size_t len)",440
28802,void alt_log_system_clock(),474
28803,"* Copyright (c) 2004-2005 Altera Corporation, San Jose, California, USA.      *",5
28804,"* copy of this software and associated documentation files (the ""Software""),  *",9
28805,"off_t ALT_LSEEK (int file, off_t ptr, int dir)",42
28806,"off_t ALT_LSEEK (int file, off_t ptr, int dir)",70
28807,"* Copyright (c) 2007 Altera Corporation, San Jose, California, USA.           *",5
28808,"* copy of this software and associated documentation files (the ""Software""),  *",9
28809,void alt_main (void),82
28810,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28811,"* copy of this software and associated documentation files (the ""Software""),  *",9
28812,void __malloc_lock ( struct _reent *_r ),42
28813,void __malloc_unlock ( struct _reent *_r ),50
28814,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28815,"* copy of this software and associated documentation files (the ""Software""),  *",9
28816,"int ALT_OPEN (const char* file, int flags, int mode)",41
28817,static int alt_file_locked (alt_fd* fd),64
28818,"int ALT_OPEN (const char* file, int flags, int mode)",105
28819,"* Copyright (c) 2015 Altera Corporation, San Jose, California, USA.           *",5
28820,"* copy of this software and associated documentation files (the ""Software""),  *",9
28821,"alt_printf(const char* fmt, ... )",51
28822,"* Copyright (c) 2015 Altera Corporation, San Jose, California, USA.           *",5
28823,"* copy of this software and associated documentation files (the ""Software""),  *",9
28824,alt_putchar(int c),50
28825,"* Copyright (c) 2015 Altera Corporation, San Jose, California, USA.           *",5
28826,"* copy of this software and associated documentation files (the ""Software""),  *",9
28827,alt_putcharbuf(int c),58
28828,alt_putbufflush(),73
28829,"* Copyright (c) 2015 Altera Corporation, San Jose, California, USA.           *",5
28830,"* copy of this software and associated documentation files (the ""Software""),  *",9
28831,alt_putstr(const char* str),52
28832,"* Copyright (c) 2006 Altera Corporation, San Jose, California, USA.           *",5
28833,"* copy of this software and associated documentation files (the ""Software""),  *",9
28834,"int ALT_READ (int file, void *ptr, size_t len)",58
28835,"int ALT_READ (int file, void *ptr, size_t len)",82
28836,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28837,"* copy of this software and associated documentation files (the ""Software""),  *",9
28838,void alt_release_fd (int fd),44
28839,"* Copyright (c) 2003,2007 Altera Corporation, San Jose, California, USA.      *",5
